datetime,production_nuclear,production_thermal,production_renewable,production_heat_power,production_hydro,production_pumped_hydro,consumption_total
30.01.2018 01:00:00,10151,1277,116,6865,1161,0,17889
30.01.2018 00:00:00,10184,1295,100,8054,420,0,18472
29.01.2018 23:00:00,10154,1282,117,7946,448,0,19221
29.01.2018 22:00:00,10151,1276,95,8539,755,0,20099
29.01.2018 21:00:00,10139,1272,114,8355,1653,0,20881
29.01.2018 20:00:00,10151,1272,111,8351,2060,0,21268
29.01.2018 19:00:00,10135,1270,124,8599,1370,835,21702
29.01.2018 18:00:00,10132,1275,170,8735,1287,1155,22103
29.01.2018 17:00:00,10151,1271,177,9052,1540,322,21818
29.01.2018 16:00:00,10180,1271,188,9102,1348,324,21682
29.01.2018 15:00:00,10178,1270,202,9094,1072,324,21649
29.01.2018 14:00:00,10153,1262,164,9109,1422,322,21714
29.01.2018 13:00:00,10172,1258,192,9091,1420,322,21874
29.01.2018 12:00:00,10182,1265,229,9101,1538,324,21945
29.01.2018 11:00:00,10173,1259,205,9068,1791,641,22357
29.01.2018 10:00:00,10183,1262,204,8750,1920,318,21869
29.01.2018 09:00:00,10179,1266,135,8740,2004,0,21447
29.01.2018 08:00:00,10165,1256,155,8490,1082,0,20428
29.01.2018 07:00:00,10168,1264,137,7568,860,0,19291
29.01.2018 06:00:00,10154,1253,146,6882,547,0,17961
29.01.2018 05:00:00,10151,1262,79,6733,681,0,17148
29.01.2018 04:00:00,10160,1258,54,6779,580,0,16884
29.01.2018 03:00:00,10180,1267,58,6720,598,0,16893
29.01.2018 02:00:00,10173,1272,48,6678,642,0,17187
29.01.2018 01:00:00,10144,1269,74,6722,655,0,17712
29.01.2018 00:00:00,10140,1281,83,6954,834,0,18419
28.01.2018 23:00:00,10164,1286,83,7905,906,0,19359
28.01.2018 22:00:00,10151,1286,54,8215,1184,321,20293
28.01.2018 21:00:00,10148,1288,44,8272,1558,320,20856
28.01.2018 20:00:00,10151,1280,33,8485,1659,320,21052
28.01.2018 19:00:00,10135,1288,32,8799,1274,634,21406
28.01.2018 18:00:00,10136,1283,32,8775,1765,511,21567
28.01.2018 17:00:00,10141,1285,35,8792,1477,195,21073
28.01.2018 16:00:00,10151,1286,56,8738,1188,0,20642
28.01.2018 15:00:00,10160,1296,136,8756,770,0,20288
28.01.2018 14:00:00,10149,1293,150,8824,993,0,20429
28.01.2018 13:00:00,10163,1296,194,8827,865,0,20622
28.01.2018 12:00:00,10168,1293,194,8890,1376,0,20926
28.01.2018 11:00:00,10153,1287,126,8647,1563,0,20798
28.01.2018 10:00:00,10163,1262,117,8291,1344,0,20138
28.01.2018 09:00:00,10175,1293,91,7750,1168,0,19655
28.01.2018 08:00:00,10165,1285,75,7380,598,0,18540
28.01.2018 07:00:00,10172,1292,40,7429,935,0,17949
28.01.2018 06:00:00,10167,1279,30,7467,800,0,17866
28.01.2018 05:00:00,10168,1261,25,7338,757,0,17770
28.01.2018 04:00:00,10151,1261,30,7415,602,0,17285
28.01.2018 03:00:00,10172,1261,21,7456,595,0,17499
28.01.2018 02:00:00,10149,1263,19,7685,474,0,17857
28.01.2018 01:00:00,10168,1266,40,7655,480,0,18340
28.01.2018 00:00:00,10161,1248,40,8125,576,0,19121
27.01.2018 23:00:00,10157,1243,44,8610,691,0,19678
27.01.2018 22:00:00,10142,1247,38,9057,1004,0,20562
27.01.2018 21:00:00,10131,1244,59,9246,1313,0,21060
27.01.2018 20:00:00,10178,1244,77,9248,1727,0,21554
27.01.2018 19:00:00,10137,1248,55,9248,1557,570,21948
27.01.2018 18:00:00,10147,1243,72,9378,1496,836,22310
27.01.2018 17:00:00,10157,1251,95,9330,1364,520,21844
27.01.2018 16:00:00,10165,1252,71,9346,1080,323,21344
27.01.2018 15:00:00,10170,1246,166,9335,940,324,21263
27.01.2018 14:00:00,10165,1247,185,9266,1051,323,21389
27.01.2018 13:00:00,10178,1248,240,8972,1624,325,21584
27.01.2018 12:00:00,10162,1248,266,9080,1649,323,21834
27.01.2018 11:00:00,10158,1253,214,9047,1791,324,21882
27.01.2018 10:00:00,10173,1245,183,8949,1594,324,21565
27.01.2018 09:00:00,10167,1248,118,8477,1592,0,20819
27.01.2018 08:00:00,10151,1244,131,8006,907,0,19501
27.01.2018 07:00:00,10182,1248,112,7970,401,0,18616
27.01.2018 06:00:00,10161,1249,107,7913,719,0,18223
27.01.2018 05:00:00,10156,1247,99,7878,664,0,18076
27.01.2018 04:00:00,10161,1246,84,7840,635,0,17862
27.01.2018 03:00:00,10157,1247,108,7587,912,0,17799
27.01.2018 02:00:00,10159,1255,195,7650,949,0,18106
27.01.2018 01:00:00,10155,1262,215,7555,678,0,18632
27.01.2018 00:00:00,10150,1259,212,8563,372,0,19509
26.01.2018 23:00:00,10150,1259,217,8831,380,0,20091
26.01.2018 22:00:00,10151,1262,215,9552,668,0,21119
26.01.2018 21:00:00,10160,1262,221,9753,858,0,21653
26.01.2018 20:00:00,10147,1269,229,9967,797,320,22159
26.01.2018 19:00:00,10136,1265,225,9934,890,623,22608
26.01.2018 18:00:00,10147,1268,212,9946,1292,831,22990
26.01.2018 17:00:00,10182,1266,212,9938,1528,172,22739
26.01.2018 16:00:00,10159,1264,234,9925,1151,0,22233
26.01.2018 15:00:00,10186,1264,339,9833,1245,0,22269
26.01.2018 14:00:00,10156,1259,368,9482,1287,324,22357
26.01.2018 13:00:00,10162,1289,420,9264,1485,324,22492
26.01.2018 12:00:00,10167,1293,416,9034,1868,324,22539
26.01.2018 11:00:00,10168,1293,353,8560,2578,644,23036
26.01.2018 10:00:00,10175,1272,253,8487,2719,643,22932
26.01.2018 09:00:00,10169,1271,207,8398,2882,325,22779
26.01.2018 08:00:00,10158,1277,223,8248,2123,324,21678
26.01.2018 07:00:00,10157,1269,168,7831,1980,3,20675
26.01.2018 06:00:00,10151,1220,123,7288,898,0,19192
26.01.2018 05:00:00,10156,1261,114,7654,514,0,18264
26.01.2018 04:00:00,10147,1254,117,7647,730,0,17844
26.01.2018 03:00:00,10154,1255,87,7411,895,0,18024
26.01.2018 02:00:00,10183,1249,124,7374,801,0,18295
26.01.2018 01:00:00,10149,1247,115,6996,1375,0,18475
26.01.2018 00:00:00,10146,1259,103,7764,1232,0,19330
25.01.2018 23:00:00,10136,1264,97,7970,1254,0,20320
25.01.2018 22:00:00,10154,1261,136,8702,1217,323,21306
25.01.2018 21:00:00,10141,1270,197,8683,1490,325,21829
25.01.2018 20:00:00,10149,1264,127,9156,1428,324,22148
25.01.2018 19:00:00,10151,1258,124,9298,1380,640,22556
25.01.2018 18:00:00,10131,1251,85,9245,1496,835,22779
25.01.2018 17:00:00,10136,1252,71,9166,1393,521,22274
25.01.2018 16:00:00,10171,1239,90,9175,1194,323,21962
25.01.2018 15:00:00,10143,1225,201,9163,1041,323,21834
25.01.2018 14:00:00,10158,1223,239,9108,1210,322,21874
25.01.2018 13:00:00,10170,1223,270,9108,1176,323,22014
25.01.2018 12:00:00,10163,1225,291,9076,1554,322,22334
25.01.2018 11:00:00,10154,1241,226,8941,2055,321,22703
25.01.2018 10:00:00,10163,1241,173,8894,2274,324,22806
25.01.2018 09:00:00,10149,1233,165,8793,2441,0,22424
25.01.2018 08:00:00,10144,1261,148,8487,1831,0,21466
25.01.2018 07:00:00,10150,1284,133,7850,1244,0,20374
25.01.2018 06:00:00,10144,1274,138,7122,864,0,18799
25.01.2018 05:00:00,10150,1275,83,7041,907,0,18184
25.01.2018 04:00:00,10149,1274,73,7105,954,0,17782
25.01.2018 03:00:00,10171,1272,73,7104,742,0,17691
25.01.2018 02:00:00,10165,1280,70,7169,748,0,18167
25.01.2018 01:00:00,10156,1275,90,6977,1218,0,18520
25.01.2018 00:00:00,10139,1284,121,8759,487,0,19449
24.01.2018 23:00:00,10160,1290,122,8951,566,0,20248
24.01.2018 22:00:00,10149,1289,173,9678,995,0,21372
24.01.2018 21:00:00,10160,1295,178,9668,1348,0,22023
24.01.2018 20:00:00,10175,1272,184,9594,1460,322,22232
24.01.2018 19:00:00,10150,1277,221,9462,1499,646,22609
24.01.2018 18:00:00,10150,1280,243,9070,1966,961,22974
24.01.2018 17:00:00,10155,1280,240,8927,1912,686,22489
24.01.2018 16:00:00,10155,1261,239,8638,1893,324,21914
24.01.2018 15:00:00,10156,1261,321,8988,1453,324,21823
24.01.2018 14:00:00,10157,1269,364,9040,1489,325,22014
24.01.2018 13:00:00,10143,1273,377,9307,1281,325,22060
24.01.2018 12:00:00,10164,1274,369,9334,1610,323,22363
24.01.2018 11:00:00,10174,1281,337,9345,2014,324,22766
24.01.2018 10:00:00,10167,1291,337,9307,2285,324,23019
24.01.2018 09:00:00,10162,1286,278,8950,2262,324,22660
24.01.2018 08:00:00,10140,1285,239,8839,1291,324,21436
24.01.2018 07:00:00,10168,1285,236,8148,1178,0,20180
24.01.2018 06:00:00,10135,1284,246,7332,607,0,18710
24.01.2018 05:00:00,10163,1293,229,7443,835,0,18073
24.01.2018 04:00:00,10155,1295,208,7429,610,0,17925
24.01.2018 03:00:00,10169,1288,236,7389,675,0,17863
24.01.2018 02:00:00,10159,1280,233,7272,861,0,18093
24.01.2018 01:00:00,10145,1282,228,7516,896,0,18430
24.01.2018 00:00:00,10156,1286,229,8419,900,0,19384
23.01.2018 23:00:00,10144,1278,226,8529,680,0,20079
23.01.2018 22:00:00,10128,1282,232,9150,1005,0,21108
23.01.2018 21:00:00,10149,1280,232,9243,1098,321,21730
23.01.2018 20:00:00,10135,1269,232,9032,1462,643,22073
23.01.2018 19:00:00,10150,1272,231,8635,1792,957,22369
23.01.2018 18:00:00,10145,1271,230,8574,2151,958,22682
23.01.2018 17:00:00,10146,1269,230,8530,1832,839,22204
23.01.2018 16:00:00,10155,1265,251,8829,1598,195,21703
23.01.2018 15:00:00,10140,1268,309,8881,1816,0,21790
23.01.2018 14:00:00,10137,1277,349,9263,1434,0,21780
23.01.2018 13:00:00,10157,1249,374,9252,1243,323,21958
23.01.2018 12:00:00,10148,1251,371,9252,1425,322,22225
23.01.2018 11:00:00,10151,1244,297,9211,2111,322,22593
23.01.2018 10:00:00,10146,1235,230,9209,2081,323,22551
23.01.2018 09:00:00,10131,1224,171,9096,1751,324,22054
23.01.2018 08:00:00,10170,1226,151,8579,1410,0,20952
23.01.2018 07:00:00,10140,1218,125,7756,1242,0,19769
23.01.2018 06:00:00,10150,1222,144,7123,636,0,18450
23.01.2018 05:00:00,10147,1225,135,7067,777,0,17692
23.01.2018 04:00:00,10157,1228,124,7071,1222,0,17457
23.01.2018 03:00:00,10134,1239,120,7053,906,0,17386
23.01.2018 02:00:00,10140,1243,114,7388,610,0,17507
23.01.2018 01:00:00,10140,1247,127,7588,734,0,18085
23.01.2018 00:00:00,10145,1245,115,8493,779,0,18907
22.01.2018 23:00:00,10155,1247,124,8605,573,0,19811
22.01.2018 22:00:00,10144,1236,165,8858,1260,0,20896
22.01.2018 21:00:00,10172,1246,190,9365,1249,0,21477
22.01.2018 20:00:00,10149,1225,202,9551,1410,0,21726
22.01.2018 19:00:00,10147,1232,231,9765,1494,0,22222
22.01.2018 18:00:00,10129,1242,232,9574,1732,541,22735
22.01.2018 17:00:00,10147,1220,232,9413,1521,554,22433
22.01.2018 16:00:00,10150,1224,236,9398,1519,324,22209
22.01.2018 15:00:00,10136,1231,278,9259,1473,323,21938
22.01.2018 14:00:00,10151,1219,296,9156,1649,324,22077
22.01.2018 13:00:00,10166,1217,310,9177,1720,324,22184
22.01.2018 12:00:00,10136,1212,303,9121,1956,323,22343
22.01.2018 11:00:00,10124,1226,285,9108,2291,325,22579
22.01.2018 10:00:00,10128,1226,277,8758,2384,323,22407
22.01.2018 09:00:00,10136,1218,261,8521,2295,0,21831
22.01.2018 08:00:00,10121,1222,252,8196,1535,0,20557
22.01.2018 07:00:00,10136,1222,236,7383,1081,0,19402
22.01.2018 06:00:00,10141,1226,238,6437,862,0,17741
22.01.2018 05:00:00,10110,1226,239,6441,718,0,17025
22.01.2018 04:00:00,10144,1175,240,6702,766,0,16923
22.01.2018 03:00:00,10121,1234,214,6926,635,0,16937
22.01.2018 02:00:00,10138,1214,163,6706,714,0,17291
22.01.2018 01:00:00,10147,1225,112,6521,741,0,17465
22.01.2018 00:00:00,10115,1229,111,6642,887,0,18315
21.01.2018 23:00:00,10125,1234,118,7377,1066,0,19154
21.01.2018 22:00:00,10116,1210,88,7512,1892,0,20004
21.01.2018 21:00:00,10146,1215,32,7738,2059,0,20422
21.01.2018 20:00:00,10121,1212,32,7753,1913,322,20589
21.01.2018 19:00:00,10137,1214,16,7753,1838,625,20886
21.01.2018 18:00:00,10118,1211,8,7768,1751,863,21161
21.01.2018 17:00:00,10129,1210,5,7758,1553,549,20394
21.01.2018 16:00:00,10140,1199,47,7743,1227,322,19755
21.01.2018 15:00:00,10137,1204,111,7740,1068,0,19474
21.01.2018 14:00:00,10111,1209,199,7756,952,0,19427
21.01.2018 13:00:00,10131,1215,255,7757,940,0,19565
21.01.2018 12:00:00,10138,1206,287,7770,1137,0,19694
21.01.2018 11:00:00,10130,1197,225,7652,1299,325,19956
21.01.2018 10:00:00,10123,1195,185,7003,1358,324,19402
21.01.2018 09:00:00,10118,1203,190,6723,1314,0,18719
21.01.2018 08:00:00,10121,1193,117,6114,754,0,17489
21.01.2018 07:00:00,10100,1192,175,6453,579,0,17175
21.01.2018 06:00:00,10086,1196,229,6196,997,0,16940
21.01.2018 05:00:00,10095,1201,197,6078,948,0,16705
21.01.2018 04:00:00,10073,1200,129,6226,1002,0,16507
21.01.2018 03:00:00,10066,1209,115,6305,927,0,16689
21.01.2018 02:00:00,10044,1211,111,6290,1031,0,16816
21.01.2018 01:00:00,10057,1200,155,5958,605,0,17193
21.01.2018 00:00:00,10034,1205,162,6666,792,0,18188
20.01.2018 23:00:00,10029,1214,185,7334,712,0,18791
20.01.2018 22:00:00,10023,1215,240,7637,1114,0,19644
20.01.2018 21:00:00,10017,1225,218,7133,1616,324,19923
20.01.2018 20:00:00,10036,1215,223,7411,1560,325,20189
20.01.2018 19:00:00,10000,1214,212,7387,1766,647,20610
20.01.2018 18:00:00,9960,1223,165,7401,1524,1170,20898
20.01.2018 17:00:00,9960,1222,162,7382,1496,868,20558
20.01.2018 16:00:00,9936,1222,123,7402,1941,0,20122
20.01.2018 15:00:00,9920,1220,112,7415,1966,0,19984
20.01.2018 14:00:00,9904,1224,127,7578,1762,0,20021
20.01.2018 13:00:00,9781,1234,126,7645,1603,319,20048
20.01.2018 12:00:00,9683,1228,117,7639,1731,321,20102
20.01.2018 11:00:00,9708,1233,101,7505,2012,321,20170
20.01.2018 10:00:00,9713,1239,137,6954,1900,320,19742
20.01.2018 09:00:00,9708,1217,114,6622,1952,0,19019
20.01.2018 08:00:00,9708,1221,146,6579,598,0,17789
20.01.2018 07:00:00,9708,1218,89,6633,893,0,17405
20.01.2018 06:00:00,9723,1217,78,6982,724,0,17015
20.01.2018 05:00:00,9688,1215,60,7005,581,0,16752
20.01.2018 04:00:00,9693,1214,23,7077,587,0,16563
20.01.2018 03:00:00,9693,1218,18,7051,703,0,16692
20.01.2018 02:00:00,9678,1205,14,7159,727,0,17030
20.01.2018 01:00:00,9684,1220,20,7129,1150,0,17660
20.01.2018 00:00:00,9778,1208,9,7783,994,0,18277
19.01.2018 23:00:00,9943,1222,9,7661,608,0,18953
19.01.2018 22:00:00,9978,1230,11,8137,1179,0,19932
19.01.2018 21:00:00,9992,1224,15,8133,1378,0,20189
19.01.2018 20:00:00,9967,1223,6,8109,1578,0,20226
19.01.2018 19:00:00,9993,1222,7,8135,1470,460,20840
19.01.2018 18:00:00,9963,1224,5,8130,1578,869,21356
19.01.2018 17:00:00,9958,1220,24,7948,2156,478,21175
19.01.2018 16:00:00,9988,1199,39,7839,2062,323,20837
19.01.2018 15:00:00,9973,1205,89,7738,1583,642,20616
19.01.2018 14:00:00,9958,1198,148,7729,1709,641,20827
19.01.2018 13:00:00,9983,1236,204,7774,1877,318,20831
19.01.2018 12:00:00,9963,1237,225,7653,2292,321,20944
19.01.2018 11:00:00,10410,1233,182,7290,2363,321,21260
19.01.2018 10:00:00,10409,1215,229,7110,2258,321,21015
19.01.2018 09:00:00,10417,1212,246,6809,2413,0,20491
19.01.2018 08:00:00,10425,1210,239,6458,1720,0,19552
19.01.2018 07:00:00,10422,1200,232,6341,1215,0,18943
19.01.2018 06:00:00,10423,1212,232,5987,565,0,17848
19.01.2018 05:00:00,10395,1203,234,5932,522,0,16934
19.01.2018 04:00:00,10407,1202,240,6213,555,0,16756
19.01.2018 03:00:00,10412,1207,242,6355,622,0,16784
19.01.2018 02:00:00,10411,1192,248,6083,718,0,16860
19.01.2018 01:00:00,10426,1193,252,6171,990,0,17563
19.01.2018 00:00:00,10418,1198,246,6886,916,0,18259
18.01.2018 23:00:00,10413,1197,246,7091,727,0,19234
18.01.2018 22:00:00,10418,1198,239,7371,1584,0,19994
18.01.2018 21:00:00,10417,1211,250,7510,1695,0,20621
18.01.2018 20:00:00,10413,1202,259,7623,2027,0,20892
18.01.2018 19:00:00,10401,1191,260,7620,2149,316,21387
18.01.2018 18:00:00,10407,1188,260,8045,1981,541,21852
18.01.2018 17:00:00,10418,1194,254,7938,1928,549,21779
18.01.2018 16:00:00,10414,1199,240,8081,1682,319,21459
18.01.2018 15:00:00,10438,1202,258,8163,1717,320,21464
18.01.2018 14:00:00,10422,1205,265,8126,1789,320,21485
18.01.2018 13:00:00,10433,1195,277,7893,2017,321,21500
18.01.2018 12:00:00,10433,1200,305,7896,2118,320,21674
18.01.2018 11:00:00,10441,1199,273,7929,2495,319,21942
18.01.2018 10:00:00,10419,1238,264,7913,2082,320,21605
18.01.2018 09:00:00,10422,1246,259,7799,1816,318,21195
18.01.2018 08:00:00,10441,1252,252,7352,1602,0,20349
18.01.2018 07:00:00,10434,1238,235,6891,980,0,19350
18.01.2018 06:00:00,10428,1249,252,6510,538,0,18011
18.01.2018 05:00:00,10439,1248,255,6142,726,0,17418
18.01.2018 04:00:00,10431,1247,248,6293,826,0,17073
18.01.2018 03:00:00,10429,1258,247,6345,1038,0,17314
18.01.2018 02:00:00,10421,1249,245,6286,920,0,17450
18.01.2018 01:00:00,10437,1256,245,6363,1347,0,17995
18.01.2018 00:00:00,10412,1255,236,7917,709,0,18829
17.01.2018 23:00:00,10404,1274,235,7917,962,0,19835
17.01.2018 22:00:00,10423,1287,228,8725,1204,0,21042
17.01.2018 21:00:00,10404,1284,231,8490,1820,0,21435
17.01.2018 20:00:00,10418,1284,230,8531,1847,319,21734
17.01.2018 19:00:00,10403,1280,186,8527,1913,851,22262
17.01.2018 18:00:00,10424,1263,120,8874,1570,1190,22683
17.01.2018 17:00:00,10413,1259,164,8827,2504,322,22484
17.01.2018 16:00:00,10408,1262,185,8836,2020,323,22403
17.01.2018 15:00:00,10388,1264,256,8831,1929,322,22252
17.01.2018 14:00:00,10398,1268,268,8855,1872,322,22275
17.01.2018 13:00:00,10403,1279,267,8876,1864,323,22261
17.01.2018 12:00:00,10394,1276,205,8849,2085,324,22434
17.01.2018 11:00:00,10385,1267,160,8522,2863,321,22787
17.01.2018 10:00:00,10425,1291,80,8462,2835,0,22306
17.01.2018 09:00:00,10385,1283,76,8217,2810,0,21879
17.01.2018 08:00:00,10403,1285,61,7643,2119,0,20789
17.01.2018 07:00:00,10408,1280,53,7288,1599,0,19684
17.01.2018 06:00:00,10401,1274,57,6931,854,0,18447
17.01.2018 05:00:00,10403,1271,71,6683,987,0,17666
17.01.2018 04:00:00,10402,1277,117,6777,989,0,17216
17.01.2018 03:00:00,10411,1268,146,6793,849,0,17389
17.01.2018 02:00:00,10414,1279,223,6762,890,0,17678
17.01.2018 01:00:00,10395,1276,246,6728,1267,0,18203
17.01.2018 00:00:00,10432,1287,236,8150,849,0,18990
16.01.2018 23:00:00,10416,1290,237,7952,995,0,20045
16.01.2018 22:00:00,10422,1292,230,8455,1804,0,21271
16.01.2018 21:00:00,10410,1292,257,8398,2116,0,21615
16.01.2018 20:00:00,10407,1287,251,8411,2171,319,21999
16.01.2018 19:00:00,10411,1287,250,8424,2348,635,22542
16.01.2018 18:00:00,10431,1286,217,8470,2229,1187,22938
16.01.2018 17:00:00,10431,1286,217,8776,2395,559,22899
16.01.2018 16:00:00,10416,1288,162,8957,2147,323,22489
16.01.2018 15:00:00,10410,1300,179,9078,1885,324,22301
16.01.2018 14:00:00,10422,1296,181,9179,1956,324,22445
16.01.2018 13:00:00,10415,1306,138,9054,2052,326,22433
16.01.2018 12:00:00,10428,1308,181,9270,2045,323,22549
16.01.2018 11:00:00,10442,1304,77,9089,2228,646,22937
16.01.2018 10:00:00,10433,1290,83,9054,2495,225,22713
16.01.2018 09:00:00,10398,1294,75,8847,2712,0,22525
16.01.2018 08:00:00,10426,1296,65,8383,1970,0,21301
16.01.2018 07:00:00,10442,1295,38,7714,1563,0,20254
16.01.2018 06:00:00,10428,1291,36,7067,799,0,18811
16.01.2018 05:00:00,10407,1299,33,7112,888,0,17982
16.01.2018 04:00:00,10436,1294,20,7114,1017,0,17688
16.01.2018 03:00:00,10436,1291,11,7123,1023,0,17755
16.01.2018 02:00:00,10441,1299,11,7079,1005,0,18118
16.01.2018 01:00:00,10426,1298,14,6779,1169,0,18570
16.01.2018 00:00:00,10412,1300,19,8338,828,0,19309
15.01.2018 23:00:00,10421,1295,20,8309,1135,0,20139
15.01.2018 22:00:00,10405,1288,20,8494,2001,0,21370
15.01.2018 21:00:00,10383,1291,14,8471,2163,325,21770
15.01.2018 20:00:00,10415,1301,9,8731,2232,324,22122
15.01.2018 19:00:00,10412,1306,9,8902,2396,325,22534
15.01.2018 18:00:00,10402,1308,1,8951,2458,871,23095
15.01.2018 17:00:00,10413,1295,2,8898,2306,868,22916
15.01.2018 16:00:00,10387,1304,15,8861,2439,324,22623
15.01.2018 15:00:00,10421,1306,80,8829,2281,325,22492
15.01.2018 14:00:00,10421,1305,141,8642,2282,323,22423
15.01.2018 13:00:00,10421,1305,196,8579,2288,324,22549
15.01.2018 12:00:00,10417,1305,255,8808,2511,324,22649
15.01.2018 11:00:00,10412,1310,272,8662,2783,322,22879
15.01.2018 10:00:00,10442,1306,246,8574,2759,0,22454
15.01.2018 09:00:00,10417,1309,193,8412,2393,0,21840
15.01.2018 08:00:00,10437,1309,157,7894,1506,0,20483
15.01.2018 07:00:00,10387,1305,180,6545,1770,0,19443
15.01.2018 06:00:00,10396,1303,181,6043,578,0,17760
15.01.2018 05:00:00,10394,1307,180,6177,700,0,16968
15.01.2018 04:00:00,10407,1301,183,6263,755,0,16577
15.01.2018 03:00:00,10435,1307,177,6232,928,0,16743
15.01.2018 02:00:00,10201,1303,194,6051,888,0,16772
15.01.2018 01:00:00,10213,1304,168,5804,1290,0,17387
15.01.2018 00:00:00,10212,1303,191,6291,901,0,18219
14.01.2018 23:00:00,10191,1301,197,6623,1301,0,18927
14.01.2018 22:00:00,10202,1303,203,7103,1751,0,19847
14.01.2018 21:00:00,10184,1304,219,7116,2009,0,20192
14.01.2018 20:00:00,10029,1300,234,7103,2373,0,20391
14.01.2018 19:00:00,10033,1303,236,7065,2005,642,20646
14.01.2018 18:00:00,10018,1302,223,7064,1811,1184,21021
14.01.2018 17:00:00,9922,1296,227,6882,2000,865,20518
14.01.2018 16:00:00,9609,1299,230,6605,2290,319,19693
14.01.2018 15:00:00,9607,1303,298,6572,2348,0,19306
14.01.2018 14:00:00,9607,1302,395,6414,2406,0,19283
14.01.2018 13:00:00,9618,1314,408,6322,2390,0,19215
14.01.2018 12:00:00,9608,1309,386,6490,2219,0,19205
14.01.2018 11:00:00,9597,1310,389,6521,2301,0,19192
14.01.2018 10:00:00,9612,1302,302,6334,1817,0,18557
14.01.2018 09:00:00,9603,1300,263,6134,1445,0,17819
14.01.2018 08:00:00,9567,1303,247,5735,923,0,16907
14.01.2018 07:00:00,9607,1304,239,6257,1085,0,16635
14.01.2018 06:00:00,9591,1308,240,6242,945,0,16528
14.01.2018 05:00:00,9585,1304,235,6219,711,0,16260
14.01.2018 04:00:00,9578,1305,241,6222,969,0,16240
14.01.2018 03:00:00,9599,1306,240,6063,1133,0,16392
14.01.2018 02:00:00,9594,1308,240,6032,1182,0,16675
14.01.2018 01:00:00,9535,1307,235,5924,1134,0,17196
14.01.2018 00:00:00,9554,1309,238,6542,1489,0,18221
13.01.2018 23:00:00,9564,1311,235,7315,1233,0,18843
13.01.2018 22:00:00,9574,1305,239,7325,1876,0,19549
13.01.2018 21:00:00,9544,1312,240,7348,1945,0,19723
13.01.2018 20:00:00,9523,1309,238,7323,2500,0,20103
13.01.2018 19:00:00,9513,1306,238,7528,2117,546,20667
13.01.2018 18:00:00,9496,1312,235,7796,1994,1132,21255
13.01.2018 17:00:00,9490,1310,231,7656,2286,958,21408
13.01.2018 16:00:00,9470,1310,227,7532,2595,320,20709
13.01.2018 15:00:00,9488,1308,294,7542,2355,321,20595
13.01.2018 14:00:00,9467,1303,307,7567,2261,320,20515
13.01.2018 13:00:00,9458,1306,366,7515,2305,318,20468
13.01.2018 12:00:00,9438,1301,392,7239,2521,321,20520
13.01.2018 11:00:00,9437,1301,350,6853,2818,320,20550
13.01.2018 10:00:00,9435,1303,309,6522,2407,319,19860
13.01.2018 09:00:00,9396,1295,249,6429,2049,0,18897
13.01.2018 08:00:00,9396,1285,240,6366,867,0,17496
13.01.2018 07:00:00,9411,1293,229,6437,565,0,16804
13.01.2018 06:00:00,9402,1289,229,6435,801,0,16809
13.01.2018 05:00:00,9385,1291,217,6432,1133,0,16485
13.01.2018 04:00:00,9316,1288,208,6599,884,0,16295
13.01.2018 03:00:00,9215,1289,220,6920,804,0,16372
13.01.2018 02:00:00,9190,1291,212,6884,923,0,16782
13.01.2018 01:00:00,9209,1297,221,6837,1046,0,17185
13.01.2018 00:00:00,9219,1293,195,8280,868,0,18434
12.01.2018 23:00:00,9214,1298,176,8056,1243,0,19093
12.01.2018 22:00:00,9244,1302,190,8397,1767,0,20076
12.01.2018 21:00:00,9214,1300,189,8303,1857,319,20385
12.01.2018 20:00:00,9215,1299,178,7908,2184,642,20653
12.01.2018 19:00:00,9230,1303,161,7984,2703,643,21221
12.01.2018 18:00:00,9224,1293,133,8314,2360,1177,21638
12.01.2018 17:00:00,9219,1293,112,7987,2909,870,21696
12.01.2018 16:00:00,9232,1296,160,8234,2778,324,21245
12.01.2018 15:00:00,9205,1294,163,8457,2556,326,21331
12.01.2018 14:00:00,9189,1279,207,8810,2274,324,21320
12.01.2018 13:00:00,9179,1278,266,8858,2174,324,21412
12.01.2018 12:00:00,9180,1304,294,8656,2277,324,21238
12.01.2018 11:00:00,9135,1299,309,8476,2751,325,21425
12.01.2018 10:00:00,9070,1284,255,8385,2730,0,20939
12.01.2018 09:00:00,8979,1268,118,8149,2474,0,20202
12.01.2018 08:00:00,8893,1297,157,8010,1571,0,19035
12.01.2018 07:00:00,8809,1306,171,7145,1605,0,18239
12.01.2018 06:00:00,8936,1291,203,6893,957,0,17333
12.01.2018 05:00:00,9203,1287,190,6788,985,0,16508
12.01.2018 04:00:00,9170,1293,159,6893,781,0,16117
12.01.2018 03:00:00,9182,1256,124,6982,794,0,16204
12.01.2018 02:00:00,9193,1261,96,6969,1223,0,16443
12.01.2018 01:00:00,9168,1275,116,6636,1135,0,17122
12.01.2018 00:00:00,9208,1294,169,7596,872,0,17807
11.01.2018 23:00:00,9207,1289,167,7558,1391,0,18663
11.01.2018 22:00:00,9606,1289,149,7700,1836,0,19800
11.01.2018 21:00:00,9616,1286,151,7746,2319,0,20280
11.01.2018 20:00:00,9596,1283,173,7762,2444,0,20540
11.01.2018 19:00:00,9616,1287,141,7575,2988,320,21075
11.01.2018 18:00:00,9596,1289,139,7805,2646,862,21530
